,,,,,,,,,,,,,,,,,,,,,,,m,,Mg C ha-1,Mg C ha-1,Mg C ha-1,Mg C ha-1 yr-1,yr
Murdiyarso et al 2015,,Y,in,"D. Murdiyarso, d.murdiyarso@cgiar.org",DM15 Sembilang,M0347,South Sumatra,Indonesia,-2.074444444,104.4691667,-2.074444444,104.4691667,exact,300,,outer/central,,riverine,,Rhizophora apiculata/Bruguiera gymnorrhiza,,2012,1.83,Y,,,,,
Murdiyarso et al 2015,,Y,out,"D. Murdiyarso, d.murdiyarso@cgiar.org",DM15 Cilacap,M0348,Central Java,Indonesia,-7.723611111,108.9580556,-7.721904804,108.9597913,exact,100,,central,,estuarine/riverine,,Sonneratia alba,,2010,2.11,Y,,,,,
Murdiyarso et al 2015,In water,Y,out,"D. Murdiyarso, d.murdiyarso@cgiar.org",DM15 Kubu Raya,M0349,West Kalimantan,Indonesia,-0.6758333333,109.3613889,-0.674510983,109.3623807,exact,350,,outer,,estuarine,,Rhizophora apiculata,,2012,1.36,Y,,,,,
Murdiyarso et al 2015,"In a town, moved it into the mangrove forest next door and gave it an acc equal to the distance between the original and new point.",Y,out,"D. Murdiyarso, d.murdiyarso@cgiar.org",DM15 Tanjung Putting,M0350,Central Kalimantan,Indonesia,-2.861596,111.694588,-2.861898682,111.6946982,estimated from GE,750,,unknown,,estuarine,,Rhizophora apiculata,,2010,3.00,N,,,,,
Murdiyarso et al 2015,"In the water, I moved to Bunaken island.",Y,out,"D. Murdiyarso, d.murdiyarso@cgiar.org",DM15 Bunaken,M0351,North Sulawesi,Indonesia,1.623763,124.762924,1.621201798,124.7612158,approximate,3500,,unknown,,marine,,Rhizophora mucronata,,2010,1.17,Y,,,,,
Murdiyarso et al 2015,"In the water, I moved to shore.",Y,in,"D. Murdiyarso, d.murdiyarso@cgiar.org",DM15 Teminabuan,M0352,West Papua,Indonesia,-1.573506,131.885747,-1.573506,131.885747,approximate,15000,,unknown,,estuarine/marine,,Bruguierra gymnorhiza/Avicennia spp.,,2012,1.54,Y,,,,,
Murdiyarso et al 2015,,Y,in,"D. Murdiyarso, d.murdiyarso@cgiar.org",DM15 Bintuni,M0353,West Papua,Indonesia,-2.17,133.5358333,-2.17,133.5358333,exact,250,,central,,riverine,,Bruguierra gymnorhiza,,2012,2.65,Y,, ,,,
Murdiyarso et al 2015,"In the water, I moved to shore.",Y,in,"D. Murdiyarso, d.murdiyarso@cgiar.org",DM15 Timika,M0354,West Papua,Indonesia,-4.860063,136.786154,-4.860063,136.786154,approximate,500,,unknown,,estuarine/riverine,,Rhizophora apiculata,,2012,2.09,Y,,,,,
Adame et al 2015,,Y,in,"M. F. Adame, f.adame@griffith.edu.au",MFA15 Panzacola,M0355,Chiapas,Mexico,15.130013,-92.754068,15.130013,-92.754068,estimated from GE,10,,central,,riverine,,,,2012,unknown,Y,,,,1,
Adame et al 2015,,Y,in,"M. F. Adame, f.adame@griffith.edu.au",MFA15 Teculapa,M0356,Chiapas,Mexico,15.156381,-92.77937,15.156381,-92.77937,estimated from GE,10,,outer,,riverine,,,,2012,unknown,Y,,,,1.4,
Adame et al 2015,,Y,in,"M. F. Adame, f.adame@griffith.edu.au",MFA15 Paixtalon,M0357,Chiapas,Mexico,15.178753,-92.804561,15.178753,-92.804561,estimated from GE,10,,outer,,riverine,,,,2012,unknown,Y,,,,1.7,
Adame et al 2015,,Y,in,"M. F. Adame, f.adame@griffith.edu.au",MFA15 Esterillo,M0358,Chiapas,Mexico,15.180488,-92.837974,15.180488,-92.837974,estimated from GE,10,,central,,riverine,,,,2012,unknown,Y,,,,1.8,
Adame et al 2015,,Y,in,"M. F. Adame, f.adame@griffith.edu.au",MFA15 Santa Chila,M0359,Chiapas,Mexico,15.176293,-92.848353,15.176293,-92.848353,estimated from GE,10,,outer/central,,estuarine/riverine,,,,2012,unknown,Y,,,,1.3,
Adame et al 2015,,Y,in,"M. F. Adame, f.adame@griffith.edu.au",MFA15 Zacapulco,M0360,Chiapas,Mexico,15.203104,-92.88521,15.203104,-92.88521,estimated from GE,10,,outer/central,,riverine,,,,2012,unknown,Y,,,,1.5,
Adame et al 2015,,Y,in,"M. F. Adame, f.adame@griffith.edu.au",MFA15 Las Palmas,M0361,Chiapas,Mexico,15.164754,-92.827909,15.164754,-92.827909,estimated from GE,10,,central,,riverine,,,,2012,unknown,Y,,,,0.4,
Xia et al 2015,,Y,in,"X. Meng, mxw@fio.org.cn",PX15 YLW02,M0362,Yingluo Harbor,China,21.492697,109.762599,21.492697,109.762599,estimated from GE,50,,outer/central,,estuarine,,,,2011,0.50,N,,,,0.4711186219,
Xia et al 2015,,Y,in,"X. Meng, mxw@fio.org.cn",PX15 YLW03,M0363,Yingluo Harbor,China,21.4969,109.760594,21.4969,109.760594,estimated from GE,50,,outer/central,,estuarine,,,,2011,0.45,N,,,,0.5199780884,
Stringer et al 2015,,Y,in,"C. E. Stringer, christinaestringer@fs.fed.us",CES15 HC1,M0364,Zambezi River Delta,Mozambique,-18.798088,36.279556,-18.798088,36.279556,approximate,20000,,unknown,,unknown,,,,2012,2.00,N,,,,,
Stringer et al 2015,,Y,in,"C. E. Stringer, christinaestringer@fs.fed.us",CES15 HC2,M0365,Zambezi River Delta,Mozambique,-18.798088,36.279556,-18.798088,36.279556,approximate,20000,,unknown,,unknown,,,,2012,2.00,N,,,,,
Stringer et al 2015,,Y,in,"C. E. Stringer, christinaestringer@fs.fed.us",CES15 HC3,M0366,Zambezi River Delta,Mozambique,-18.798088,36.279556,-18.798088,36.279556,approximate,20000,,unknown,,unknown,,,,2012,2.00,N,,,,,
Stringer et al 2015,,Y,out,"C. E. Stringer, christinaestringer@fs.fed.us",CES15 HC4,M0367,Zambezi River Delta,Mozambique,-18.824673,36.194916,-18.82464366,36.19512263,approximate,20000,,unknown,,unknown,,,,2012,2.00,N,,,,,
Stringer et al 2015,,Y,out,"C. E. Stringer, christinaestringer@fs.fed.us",CES15 HC5,M0368,Zambezi River Delta,Mozambique,-18.824673,36.194916,-18.82464366,36.19512263,approximate,20000,,unknown,,unknown,,,,2012,2.00,N,,,,,
Sitoe et al 2014,,Y,out,"A. A. Sitoe, almeidasitoe@gmail.com",AAS14 Sofala Bay,M0369,Sofala Bay,Mozambique,-19.84184,34.766158,-19.84309688,34.76566208,approximate,25000,,unknown,,unknown,,Avicennia marina,,2012,1.00,N,,,,,
Saintilan et al 2013,,Y,in,"N. Saintilan, neil.saintilan@environment.nsw.gov.au",NS13 MarraMarra,M0370,New South Wales,Australia,-33.513369,151.120277,-33.513369,151.120277,approximate,2000,,unknown,,riverine,,Avicennia marina,,2011,1.00,N,,,,2.56,
Saintilan et al 2013,,Y,out,"N. Saintilan, neil.saintilan@environment.nsw.gov.au",NS13 Berowra Creek,M0371,New South Wales,Australia,-33.529606,151.141827,-33.52608074,151.1316056,approximate,2000,,unknown,,riverine,,Avicennia marina,,2011,1.00,N,,,,2.56,
Saintilan et al 2013,,Y,in,"N. Saintilan, neil.saintilan@environment.nsw.gov.au",NS13 Kooragang Island,M0372,New South Wales,Australia,-32.859437,151.755309,-32.859437,151.755309,approximate,2000,,unknown,,riverine,,Avicennia marina,,2011,1.00,N,,,,2.56,
Saintilan et al 2013,,Y,out,"N. Saintilan, neil.saintilan@environment.nsw.gov.au",NS13 Cararma Inlet,M0373,New South Wales,Australia,-34.998935,150.772447,-34.99552719,150.7835776,approximate,2000,,unknown,,estuarine,,Avicennia marina,,2011,1.00,N,,,,2.56,
Saintilan et al 2013,,Y,out,"N. Saintilan, neil.saintilan@environment.nsw.gov.au",NS13 Currambene Creek,M0374,New South Wales,Australia,-35.027559,150.667528,-35.02721777,150.669522,approximate,2000,,unknown,,estuarine,,Avicennia marina,,2011,1.00,N,,,,2.56,
McFadden et al 2016,,Y,in,"T. N. McFadden, tyler.neal.mcfadden@gmail.com",TNM16 Rookery,M0375,Gulf of Fonseca,Honduras,13.367674,-87.470412,13.367674,-87.470412,estimated from GE,20,,outer,,estuarine,,Rhizophora mangle,,2013,1.65,Y,,,,,
McFadden et al 2016,,Y,in,"T. N. McFadden, tyler.neal.mcfadden@gmail.com",TNM16 Control,M0376,Gulf of Fonseca,Honduras,13.368079,-87.475626,13.368079,-87.475626,estimated from GE,20,,outer,,estuarine,,Rhizophora mangle,,2013,1.66,Y,,,,,
Kauffman et al 2016,,Y,in,"J. B. Kauffman, Boone.kauffman@oregonstate.edu",JBK16 Grijalva,M0377,Pantanos de Centla,Mexico,18.605455,-92.683617,18.605455,-92.683617,estimated from GE,10,,outer/central,,estuarine,,Rhizophora mangle,,2014,1.08,Y,,,,,
Kauffman et al 2016,,Y,in,"J. B. Kauffman, Boone.kauffman@oregonstate.edu",JBK16 Boca Pedro Oeste,M0378,Pantanos de Centla,Mexico,18.6514,-92.457847,18.6514,-92.457847,estimated from GE,10,,outer/central,,marine,,Rhizophora mangle,,2014,2.27,Y,,,,,
Kauffman et al 2016,,Y,in,"J. B. Kauffman, Boone.kauffman@oregonstate.edu",JBK16 Boca Pedro Este,M0379,Pantanos de Centla,Mexico,18.648049,-92.474513,18.648049,-92.474513,estimated from GE,10,,outer,,marine,,Rhizophora mangle,,2014,1.91,Y,,,,,
Kauffman et al 2016,,Y,in,"J. B. Kauffman, Boone.kauffman@oregonstate.edu",JBK16 Sabalo,M0380,Pantanos de Centla,Mexico,18.594015,-92.46801,18.594015,-92.46801,estimated from GE,10,,outer/central,,riverine,,Rhizophora mangle,,2014,2.75,Y,,,,,
Kauffman et al 2016,,Y,in,"J. B. Kauffman, Boone.kauffman@oregonstate.edu",JBK16 Cometa,M0381,Pantanos de Centla,Mexico,18.491724,-92.428604,18.491724,-92.428604,estimated from GE,10,,outer/central,,riverine,,Laguncularia racemosa,,2014,3.00,N,,,,,
Kauffman et al 2016,,Y,in,"J. B. Kauffman, Boone.kauffman@oregonstate.edu",JBK16 Vidal,M0382,Pantanos de Centla,Mexico,18.566889,-92.432627,18.566889,-92.432627,estimated from GE,10,,outer/central,,riverine,,Rhizophora mangle,,2014,3.00,N,,,,,
Kauffman et al 2016,,Y,in,"J. B. Kauffman, Boone.kauffman@oregonstate.edu",JBK16 Gallego,M0383,Pantanos de Centla,Mexico,18.595338,-92.448039,18.595338,-92.448039,estimated from GE,10,,outer,,riverine,,Laguncularia racemosa,,2014,3.00,N,,,,,
Khan et al 2007,,Y,out,"A. Hagihara, amyh@sci.u-ryukyu.ac.jp",MNIK07 Site 1,M0384,Okinawa Island,Japan,26.193188,127.684971,26.19587647,127.6883804,estimated from GE,30,,outer,,estuarine,,Kandelia obovata,,2005,1.00,N,,,,,
Sanders et al 2010 EES,,Y,in,"C. J. Sanders, christian.sanders@scu.edu.au",CJS10 EES C3A,M0385,Cananeia,Brazil,-25.094913,-47.995086,-25.094913,-47.995086,estimated from GE,20,,outer,,estuarine/riverine,,,,2005,0.44,N,,,,0.7769379986,
Sanders et al 2010 EES,,Y,in,"C. J. Sanders, christian.sanders@scu.edu.au",CJS10 EES C3B,M0386,Cananeia,Brazil,-25.094888,-47.995183,-25.094888,-47.995183,estimated from GE,20,,outer,,estuarine/riverine,,,,2005,0.44,N,,,,0.8610460228,
Sahu et al 2016,,Y,out,"S. C. Sahu, sudam_rrl@yahoo.co.in)",SCS16 Natural,M0387,Hukitola Bay,India,20.39427,86.736167,20.39260436,86.73418334,approximate,10000,,unknown,,unknown,,,,2014,0.30,N,,,,,
Sahu et al 2016,,Y,in,"S. C. Sahu, sudam_rrl@yahoo.co.in)",SCS16 Plantation,M0388,Hukitola Bay,India,20.387933,86.770381,20.387933,86.770381,approximate,10000,,unknown,,unknown,,,P,2014,0.30,N,,,,,
Wang et al 2013,,Y,in,"D. Guan, eesgds@mail.sysu.edu.cn",GW13 B. gymnorrhiz,M0389,Yingluo Bay,China,21.571737,109.752224,21.571737,109.752224,estimated from GE,25,,central,,estuarine/riverine,,Bruguierra gymnorhiza,,2012,1.00,N,,,,,
Wang et al 2013,,Y,in,"D. Guan, eesgds@mail.sysu.edu.cn",GW13 A. corniculatum + K. Obovata,M0390,Yingluo Bay,China,21.565398,109.75467,21.565398,109.75467,estimated from GE,25,,outer/central,,estuarine/riverine,,"Avicennia corniculatum, Kandelia obovata",,2012,1.00,N,,,,,
Wang et al 2013,,Y,in,"D. Guan, eesgds@mail.sysu.edu.cn",GW13 S. apetala,M0391,Yingluo Bay,China,21.567974,109.76271,21.567974,109.76271,estimated from GE,25,,central,,estuarine/riverine,,Sonneratia apelata,,2012,1.00,N,,,,,
Wang et al 2013,,Y,out,"D. Guan, eesgds@mail.sysu.edu.cn",GW13 R. stylosa,M0392,Yingluo Bay,China,21.555733,109.767865,21.55565613,109.768113,estimated from GE,25,,outer/central,,estuarine,,Rhizophora stylosa,,2012,1.00,N,,,,,
Wang et al 2013,,Y,in,"D. Guan, eesgds@mail.sysu.edu.cn",GW13 A. marina,M0393,Yingluo Bay,China,21.536434,109.77517,21.536434,109.77517,estimated from GE,25,,central,,estuarine,,Avicennia marina,,2012,1.00,N,,,,,
Tue et al 2014,,Y,out,"N. T. Tue, tuenguyentai@gmail.com ",NTT14 Fringe,M0394,Ca Mau,Vietnam,8.709533333,104.8208639,8.709431209,104.8209052,estimated from GE,50,,outer,,estuarine/riverine,,,,2012,4.00,N,,,,,
Tue et al 2014,,Y,in,"N. T. Tue, tuenguyentai@gmail.com ",NTT14 Transitional,M0395,Ca Mau,Vietnam,8.709063889,104.8205389,8.709063889,104.8205389,estimated from GE,50,,outer/central,,estuarine/riverine,,,,2012,4.00,N,,,,,
Tue et al 2014,,Y,in,"N. T. Tue, tuenguyentai@gmail.com ",NTT14 Interior,M0396,Ca Mau,Vietnam,8.708552778,104.8201083,8.708552778,104.8201083,estimated from GE,50,,central,,estuarine/riverine,,,,2012,4.00,N,,,,,
Livesley and Andrusiak 2012,,Y,out,"S. J. Livesley, sjlive@unimelb.edu.au",SJL12 Stony Point,M0397,Mornington Peninsula,Australia,-38.363182,145.211813,-38.36324681,145.2139895,approximate,400,,unknown,,marine,,,,2009,1.00,N,,,,,
Livesley and Andrusiak 2012,,Y,out,"S. J. Livesley, sjlive@unimelb.edu.au",SJL12 Jacks Beach,M0398,Mornington Peninsula,Australia,-38.33862,145.203597,-38.3386227,145.2041136,approximate,750,,unknown,,marine,,,,2009,1.00,N,,,,,
Livesley and Andrusiak 2012,,Y,out,"S. J. Livesley, sjlive@unimelb.edu.au",SJL12 Yaringa,M0399,Mornington Peninsula,Australia,-38.29682,145.204676,-38.297793,145.2028576,approximate,500,,unknown,,estuarine,,,,2009,1.00,N,,,,,
Ezcurra et al 2016,,Y,out,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Punta Cancun Fringe,M0400,Magdalena Bay,Mexico,24.55113889,-111.7372778,24.55111696,-111.7374741,exact,5,,outer,,estuarine,,Rhizphora mangel,,2013,1.25,Y,,,,,
Ezcurra et al 2016,,Y,out,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Punta Cancun Mudflat,M0401,Magdalena Bay,Mexico,24.55058333,-111.7371111,24.55105634,-111.7377448,exact,5,,central,,estuarine,,Avicennia germinans,,2013,0.80,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 La Salina Mudflat,M0402,Magdalena Bay,Mexico,24.57727778,-111.7989722,24.57727778,-111.7989722,exact,5,,back,,estuarine,,Avicennia germinans,,2013,1.20,Y,,,,2.56,100
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 La Salina Fringe,M0403,Magdalena Bay,Mexico,24.57647222,-111.8005556,24.57647222,-111.8005556,exact,5,,outer,,estuarine,,Rhizphora mangel,,2013,1.47,Y,,,,,
Ezcurra et al 2016,"Dead, receding mangrove fringe",Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 La Salina Receding/Dead,M0404,Magdalena Bay,Mexico,24.57655556,-111.8006111,24.57655556,-111.8006111,exact,5,,outer,,estuarine,,,,2013,1.25,Y,,,,0.1,100
Ezcurra et al 2016,,Y,out,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Sur Mudflat,M0405,Balandra,Mexico,24.31063889,-110.3183056,24.31063889,-110.3183056,exact,5,,back,,marine/estuarine,,Avicennia germinans,,2013,2.00,Y,,,,,
Ezcurra et al 2016,,Y,out,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Sur Upper Mudflat,M0406,Balandra,Mexico,24.31022222,-110.3185556,24.31022222,-110.3185556,exact,5,,back,,marine/estuarine,,Avicennia germinans,,2013,2.26,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Sur Fringe,M0407,Balandra,Mexico,24.31230556,-110.3168889,24.31230556,-110.3168889,exact,5,,outer,,marine/estuarine,,Rhizphora mangel,,2013,2.00,Y,,,,,
Ezcurra et al 2016,,Y,out,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Norte Fringe,M0408,Balandra,Mexico,24.32205556,-110.3168056,24.32169153,-110.3161237,exact,5,,outer,,marine/estuarine,,Rhizphora mangel,,2013,0.61,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Norte Mudflat,M0409,Balandra,Mexico,24.31491667,-110.3147778,24.31491667,-110.3147778,exact,5,,back,,marine/estuarine,,Avicennia germinans,,2013,1.84,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Norte Upper Mudflat,M0410,Balandra,Mexico,24.31494444,-110.3146389,24.31494444,-110.3146389,exact,5,,back,,marine/estuarine,,Avicennia germinans,,2013,2.10,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Camichin Mudflat,M0411,Marismas,Mexico,21.76147222,-105.4779167,21.76147222,-105.4779167,exact,5,,outer,,riverine,,Avicennia germinans,,2014,1.15,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Camichan Upper Mudflat,M0412,Marismas,Mexico,21.76094444,-105.4782778,21.76094444,-105.4782778,exact,5,,central,,riverine,,Avicennia germinans,,2014,1.30,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Arroyo Toro Mocho Upper  Mudflat,M0413,Marismas,Mexico,21.76852778,-105.4674444,21.76852778,-105.4674444,exact,5,,back,,riverine,,Avicennia germinans,,2014,1.60,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 La Concepcion Mudflat 1,M0414,La Encrucijada,Mexico,15.06513889,-92.75088889,15.06513889,-92.75088889,exact,5,,central,,riverine,,Rhizphora mangel,,2014,3.00,Y,,,,2.57,112.1
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 La Concepcion Fringe,M0415,La Encrucijada,Mexico,15.06902778,-92.75783333,15.06902778,-92.75783333,exact,5,,outer,,riverine,,Rhizphora mangel,,2014,1.85,Y,,,,6.25,100
Ezcurra et al 2016,right next to a road,Y,out,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Las Garzas Mudflat,M0416,La Encrucijada,Mexico,15.20405556,-92.81297222,15.20390933,-92.81265538,exact,5,,back/central,,riverine,,Avicennia germinans,,2014,2.65,Y,,,,2.56,100
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 La Concepcion Mudflat 2,M0417,La Encrucijada,Mexico,15.05947222,-92.74511111,15.05947222,-92.74511111,exact,5,,central,,riverine,,Rhizphora mangel,,2014,1.55,Y,,,,,
Ezcurra et al 2016,"In mudflat, but previously mangroves",Y,out,"P. Ezcurra, pezcurra@ucsd.edu",PE16 El Merito Mudflat Core 1,M0418,Baja California Sur,Mexico,24.30111111,-110.3266667,24.30111111,-110.3266667,estimated from GE,100,,unknown,,marine,Y,,,2014,2.55,Y,,,,,
Ezcurra et al 2016,"In mudflat, but previously mangroves",Y,out,"P. Ezcurra, pezcurra@ucsd.edu",PE16 El Merito Mudflat Core 2,M0419,Baja California Sur,Mexico,24.30111111,-110.3266667,24.30204644,-110.3264566,estimated from GE,100,,unknown,,marine,Y,,,2014,2.21,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Puerto Gata Fringe Core 1,M0420,Baja California Sur,Mexico,24.24944444,-110.3127778,24.24944444,-110.3127778,estimated from GE,100,,unknown,,marine,Y,,,2014,0.60,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Puerto Gata Fringe Core 2,M0421,Baja California Sur,Mexico,24.24944444,-110.3127778,24.24944444,-110.3127778,estimated from GE,100,,unknown,,marine,Y,,,2014,0.61,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Puerto Gata Fringe Core 3,M0422,Baja California Sur,Mexico,24.24944444,-110.3127778,24.24944444,-110.3127778,estimated from GE,100,,unknown,,marine,Y,,,2014,0.66,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Puerto Gata Mudflat Core 4,M0423,Baja California Sur,Mexico,24.24944444,-110.3127778,24.24944444,-110.3127778,estimated from GE,100,,unknown,,marine,Y,,,2014,0.78,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Puerto Gata Mudflat Core 5,M0424,Baja California Sur,Mexico,24.24944444,-110.3127778,24.24944444,-110.3127778,estimated from GE,100,,unknown,,marine,Y,,,2014,0.81,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Puerto Gata Mudflat Core 6,M0425,Baja California Sur,Mexico,24.24944444,-110.3127778,24.24944444,-110.3127778,estimated from GE,100,,unknown,,marine,Y,,,2014,0.61,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 Puerto Gata Mudflat Core 7,M0426,Baja California Sur,Mexico,24.24944444,-110.3127778,24.24944444,-110.3127778,estimated from GE,100,,unknown,,marine,Y,,,2014,0.50,Y,,,,,
Ezcurra et al 2016,,Y,out,"P. Ezcurra, pezcurra@ucsd.edu",PE16 San Gabriel Mudflat Core 1,M0427,Baja California Sur,Mexico,24.43277778,-110.3469444,24.43351147,-110.3470202,estimated from GE,100,,unknown,,marine,Y,,,2014,1.26,Y,,,,,
Ezcurra et al 2016,,Y,out,"P. Ezcurra, pezcurra@ucsd.edu",PE16 San Gabriel Mudflat Core 2,M0428,Baja California Sur,Mexico,24.43277778,-110.3469444,24.43351147,-110.3470202,estimated from GE,100,,unknown,,marine,Y,,,2014,1.38,Y,,,,,
Ezcurra et al 2016,,Y,in,"P. Ezcurra, pezcurra@ucsd.edu",PE16 San Jose Mudflat core 1,M0429,Baja California Sur,Mexico,24.86916667,-110.5755556,24.86916667,-110.5755556,estimated from GE,100,,unknown,,marine,Y,,,2014,1.93,Y,,,,,
Ceron-Breton et al 2011,,Y,in,"J. G. Ceron-Breton, jceron@pampano.unacar.mx",JGCB11 SA1,M0430,Carmen City,Mexico,18.63540741,-91.77956481,18.63540741,-91.77956481,exact,5,tall,outer,,estuarine,Y,,,2009,0.60,N,,,,,
Ceron-Breton et al 2011,,Y,in,"J. G. Ceron-Breton, jceron@pampano.unacar.mx",JGCB11 SA2,M0431,Carmen City,Mexico,18.63533333,-91.78059259,18.63533333,-91.78059259,exact,5,tall,outer,,estuarine,Y,,,2009,0.60,N,,,,,
Ceron-Breton et al 2011,,Y,in,"J. G. Ceron-Breton, jceron@pampano.unacar.mx",JGCB11 SA3,M0432,Carmen City,Mexico,18.63553704,-91.78361111,18.63553704,-91.78361111,exact,5,medium,central,,estuarine,Y,,,2009,0.60,N,,,,,
Ceron-Breton et al 2011,,Y,in,"J. G. Ceron-Breton, jceron@pampano.unacar.mx",JGCB11 SA4,M0433,Carmen City,Mexico,18.63588889,-91.78604352,18.63588889,-91.78604352,exact,5,short,central,,estuarine,Y,,,2009,0.60,N,,,,,
Ceron-Breton et al 2011,,Y,in,"J. G. Ceron-Breton, jceron@pampano.unacar.mx",JGCB11 SA5,M0434,Carmen City,Mexico,18.63553704,-91.78568519,18.63553704,-91.78568519,exact,5,medium,central,,estuarine,Y,,,2009,0.60,N,,,,,
Ceron-Breton et al 2011,,Y,out,"J. G. Ceron-Breton, jceron@pampano.unacar.mx",JGCB11 SA6,M0435,Carmen City,Mexico,18.63542593,-91.78534259,18.63560215,-91.78534603,exact,5,short,central,,estuarine,Y,,,2009,0.60,N,,,,,
Bhomia et al 2016 India,"Too young, didn't exist in 2000. May not be useful",Y,out,"R. K. Bhomia, rbhomia@ufl.edu",RKBEA16 P1,M0436,Odisha,India,20.48292,86.691044,20.4829071,86.69137461,estimated from GE,20,,central,,riverine,,Kandelia candel,M,2014,0.98,Y,,,,,
Bhomia et al 2016 India,"In 2013/14 there were mangroves, but they've since been cut down. ",Y,out,"R. K. Bhomia, rbhomia@ufl.edu",RKBEA16 S1,M0437,Odisha,India,20.482975,86.68793,20.482975,86.68793,estimated from GE,20,,outer/central,,riverine,,,,2014,1.85,Y,,,,,
Bhomia et al 2016 India,,Y,out,"R. K. Bhomia, rbhomia@ufl.edu",RKBEA16 S2,M0438,Odisha,India,20.479052,86.725555,20.47934881,86.72573408,estimated from GE,20,,central,,riverine,,,,2014,1.62,Y,,,,,
Bhomia et al 2016 India,,Y,out,"R. K. Bhomia, rbhomia@ufl.edu",RKBEA16 S3,M0439,Odisha,India,20.478753,86.727774,20.47883043,86.727099,estimated from GE,20,,central,,riverine,,,,2014,1.89,Y,,,,,
Bhomia et al 2016 India,,Y,out,"R. K. Bhomia, rbhomia@ufl.edu",RKBEA16 D1,M0440,Odisha,India,20.381795,86.734793,20.38307339,86.73614299,estimated from GE,20,,central,,riverine,,,,2014,1.38,Y,,,,,
Bhomia et al 2016 India,,Y,out,"R. K. Bhomia, rbhomia@ufl.edu",RKBEA16 D2,M0441,Odisha,India,20.379035,86.73348,20.378738,86.73392081,estimated from GE,20,,central,,riverine,,,,2014,1.12,Y,,,,,
Howe et al 2009,"Close to human influence/infrastructure, recently some wetland rehab",Y,in,"A. J. Howe, alice.howe@newcastle.edu.au ",AJH09 Site 1,M0442,Newcastle,Australia,-32.870356,151.716468,-32.870356,151.716468,estimated from GE,100,,central/outer,,riverine,,Avicennia marina,I,2006,0.20,N,,,,1.05,
